batch_id,id,meta.code_1,meta.code_2,meta.code_3,meta.code_4,meta.code_5,meta.code_6,meta.code_7,meta.code_8,meta.code_9,meta.code_10,meta.code_11,meta.code_12,meta.code_13,meta.code_14,label,description
0353,Fire 6.png,Carceral Imagery: Barb Wire/Fences/Walls ,Carceral Imagery: miscellaneous (5) ,Elements: Fire ,Slogans: No Jails/Bail,,,,,,,,,,,Fire 6.png,"Carceral Imagery: Barb Wire/Fences/Walls , Carceral Imagery: miscellaneous (5) , Elements: Fire , Slogans: No Jails/Bail"
0354,fire.jpeg,,,,,,,,,,,,,,,fire.jpeg,
0355,fire1.jpeg,,,,,,,,,,,,,,,fire1.jpeg,
0356,fires.jpeg,,,,,,,,,,,,,,,fires.jpeg,
0357,flagrow.jpeg,,,,,,,,,,,,,,,flagrow.jpeg,
0358,floyd.jpeg,,,,,,,,,,,,,,,floyd.jpeg,
0359,floyd1.jpeg,,,,,,,,,,,,,,,floyd1.jpeg,
0360,floyd1.jpg,,,,,,,,,,,,,,,floyd1.jpg,
0361,floyd3.jpeg,,,,,,,,,,,,,,,floyd3.jpeg,
0362,floyd3.jpg,,,,,,,,,,,,,,,floyd3.jpg,
0363,floyd4.jpeg,,,,,,,,,,,,,,,floyd4.jpeg,
0364,floyd4.jpg,,,,,,,,,,,,,,,floyd4.jpg,
0365,food-box-delivery-003.JPG,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: Sleeves4Needs ,Infrastructure/Needs: miscellaneous (10) ,RJ/TJ,,,,,,,,,,food-box-delivery-003.JPG,"Community: miscellaneous (3) , Community: Organizations , Community: Organizations: Sleeves4Needs , Infrastructure/Needs: miscellaneous (10) , RJ/TJ"
0366,Free the Funds Culture Strke.jpeg,,,,,,,,,,,,,,,Free the Funds Culture Strke.jpeg,
0367,freemarissa1-e1392790674566.jpg,Art: miscellaneous (11) ,Protests/Marches: miscellaneous ,Slogans: BLM ,Slogans: miscellaneous (7),,,,,,,,,,,freemarissa1-e1392790674566.jpg,"Art: miscellaneous (11) , Protests/Marches: miscellaneous , Slogans: BLM , Slogans: miscellaneous (7)"
0368,Fuck the cops - my grief is not a call for policing.jpg,Carceral Imagery: Police Imagery ,Protests/Marches: miscellaneous ,Slogans: FTP ,Slogans: miscellaneous (7),,,,,,,,,,,Fuck the cops - my grief is not a call for policing.jpg,"Carceral Imagery: Police Imagery , Protests/Marches: miscellaneous , Slogans: FTP , Slogans: miscellaneous (7)"
0369,future.jpeg,,,,,,,,,,,,,,,future.jpeg,
0370,future.jpg,,,,,,,,,,,,,,,future.jpg,
0371,future1.jpeg,,,,,,,,,,,,,,,future1.jpeg,
0372,future1.jpg,,,,,,,,,,,,,,,future1.jpg,
0373,Graphic_for_NBT_plays_t580.jpg,Art: miscellaneous (11) ,Slogans: BLM ,Slogans: BLM: Trayvon Martin,,,,,,,,,,,,Graphic_for_NBT_plays_t580.jpg,
0374,gun.jpeg,,,,,,,,,,,,,,,gun.jpeg,
0375,gun.jpg,,,,,,,,,,,,,,,gun.jpg,
0376,harpersphoto1.jpg,Carceral Imagery: Prison Imagery ,Carceral Imagery: Prison Imagery: Bars,,,,,,,,,,,,,harpersphoto1.jpg,
0377,Highlander-1.jpg,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: Highlander,,,,,,,,,,,,Highlander-1.jpg,
0378,highlander.jpg,Community: Organizations: Highlander,,,,,,,,,,,,,,highlander.jpg,Community: Organizations: Highlander
0379,https---cdn.evbuc.com-images-473391019-400966030453-1-original.20230320-183719.jpeg,,,,,,,,,,,,,,,https---cdn.evbuc.com-images-473391019-400966030453-1-original.20230320-183719.jpeg,
0380,hurricane-katrina-victims_water_rising_roof.jpg,Elements: miscellaneous (8) ,Elements: Water ,Environment ,Infrastructure/Needs: miscellaneous (10),,,,,,,,,,,hurricane-katrina-victims_water_rising_roof.jpg,"Elements: miscellaneous (8) , Elements: Water , Environment , Infrastructure/Needs: miscellaneous (10)"
0381,i-am-trayvon.jpg,Art: miscellaneous (11) ,Art: Posters ,Slogans: BLM ,Slogans: BLM: Trayvon Martin,,,,,,,,,,,i-am-trayvon.jpg,"Art: miscellaneous (11) , Art: Posters , Slogans: BLM , Slogans: BLM: Trayvon Martin"
0382,IA-drooker-web.jpg,,,,,,,,,,,,,,,IA-drooker-web.jpg,
0383,image001.png,Academia: miscellaneous (4) ,Events ,Geography: Chicago,,,,,,,,,,,,image001.png,"Academia: miscellaneous (4) , Events , Geography: Chicago"
0384,images copy 2.jpeg,,,,,,,,,,,,,,,images copy 2.jpeg,
0385,images copy 5.jpeg,,,,,,,,,,,,,,,images copy 5.jpeg,
0386,images-1 copy 2.jpeg,,,,,,,,,,,,,,,images-1 copy 2.jpeg,
0387,images-1 copy 4.jpeg,,,,,,,,,,,,,,,images-1 copy 4.jpeg,
0388,images-1.png,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Carceral Imagery: Prison Imagery: Bars ,Elements: Earth: Animals ,Elements: Earth: Animals: Birds,,,,,,,,,,images-1.png,"Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery , Carceral Imagery: Prison Imagery: Bars , Elements: Earth: Animals , Elements: Earth: Animals: Birds"
0389,images-2 copy 2.jpeg,,,,,,,,,,,,,,,images-2 copy 2.jpeg,
0390,images-2 copy.jpeg,,,,,,,,,,,,,,,images-2 copy.jpeg,
0391,images-2.jpeg,,,,,,,,,,,,,,,images-2.jpeg,
0392,images-2.png,Carceral Imagery: Barb Wire/Fences/Walls ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Community: Organizations ,Community: Organizations: Critical Resistance,,,,,,,,,,images-2.png,"Carceral Imagery: Barb Wire/Fences/Walls , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery , Community: Organizations , Community: Organizations: Critical Resistance"
0393,images-3.jpeg,,,,,,,,,,,,,,,images-3.jpeg,
0394,images-4.jpeg,,,,,,,,,,,,,,,images-4.jpeg,
0395,images-5 copy.jpeg,,,,,,,,,,,,,,,images-5 copy.jpeg,
0396,images-5.jpeg,,,,,,,,,,,,,,,images-5.jpeg,
0397,images-6.jpeg,,,,,,,,,,,,,,,images-6.jpeg,
0398,images-7.jpeg,,,,,,,,,,,,,,,images-7.jpeg,
0399,images.jpeg,,,,,,,,,,,,,,,images.jpeg,
0400,images.png,Community: Organizations ,Elements: Air ,Elements: Earth ,Elements: Earth: Animals ,Elements: Earth: Animals: Birds,,,,,,,,,,images.png,
0401,imagine-no-506.jpg,Art: miscellaneous (11) ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail ,World-building: Peace,,,,,,,,,,,imagine-no-506.jpg,
0402,IMG_0722.png,Affect: Humor ,Art: miscellaneous (11) ,Elements: Fire ,Slogans: miscellaneous (7),,,,,,,,,,,IMG_0722.png,
0403,IMG_0723.JPG,Carceral Imagery: Police Imagery ,Elements: Fire ,Violence: Police Violence,,,,,,,,,,,,IMG_0723.JPG,
0404,IMG_0952.JPG,,,,,,,,,,,,,,,IMG_0952.JPG,
0405,IMG_1252.JPG,Art: Billboards ,Community: miscellaneous (3) ,Slogans: BLM,,,,,,,,,,,,IMG_1252.JPG,
0406,IMG_1809.JPG,Art: miscellaneous (11) ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Carceral Imagery: Prison Imagery: Bars ,Elements: Air ,Elements: Earth ,Elements: Earth: Animals ,Elements: Earth: Animals: Birds ,Elements: miscellaneous (8) ,Environment,,,,,IMG_1809.JPG,
0407,IMG_1962.JPG,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: Highlander ,Elements: Fire ,Elements: miscellaneous (8) ,Environment,,,,,,,,,IMG_1962.JPG,"Community: miscellaneous (3) , Community: Organizations , Community: Organizations: Highlander , Elements: Fire , Elements: miscellaneous (8) , Environment"
0408,IMG_4057.JPG,Affect: Humor ,Elements: Fire,,,,,,,,,,,,,IMG_4057.JPG,"Affect: Humor , Elements: Fire"
0409,IMG_5576.JPG,,,,,,,,,,,,,,,IMG_5576.JPG,
0410,IMG_5583.jpeg,,,,,,,,,,,,,,,IMG_5583.jpeg,
0411,IMG_5646.jpg,Archival/Era: miscellaneous (9) ,Community: Organizations ,Community: Organizations: Highlander,,,,,,,,,,,,IMG_5646.jpg,"Archival/Era: miscellaneous (9) , Community: Organizations , Community: Organizations: Highlander"
0412,IMG_5648.jpg,Archival/Era: miscellaneous (9) ,Community: miscellaneous (3) ,Community: Safety ,Protests/Marches: miscellaneous,,,,,,,,,,,IMG_5648.jpg,"Archival/Era: miscellaneous (9) , Community: miscellaneous (3) , Community: Safety , Protests/Marches: miscellaneous"
0413,IMG_5656.JPG,,,,,,,,,,,,,,,IMG_5656.JPG,
0414,IMG_7189.jpeg,,,,,,,,,,,,,,,IMG_7189.jpeg,
0415,IMG_7203.jpeg,,,,,,,,,,,,,,,IMG_7203.jpeg,
0416,IMG_7205.jpeg,,,,,,,,,,,,,,,IMG_7205.jpeg,
0417,IMG_7654.JPG,Art: Graffiti ,Art: miscellaneous (11) ,Protests/Marches: Power Fist ,Slogans: miscellaneous (7),,,,,,,,,,,IMG_7654.JPG,"Art: Graffiti , Art: miscellaneous (11) , Protests/Marches: Power Fist , Slogans: miscellaneous (7)"
0418,IMG_7714.jpeg,,,,,,,,,,,,,,,IMG_7714.jpeg,
0419,IMG_8879.JPG,Affect: Humor ,Slogans: FTP ,Slogans: miscellaneous (7),,,,,,,,,,,,IMG_8879.JPG,"Affect: Humor , Slogans: FTP , Slogans: miscellaneous (7)"
0420,italy.jpeg,,,,,,,,,,,,,,,italy.jpeg,
0421,italy.jpg,,,,,,,,,,,,,,,italy.jpg,
0422,Jess_Snow.jpg,,,,,,,,,,,,,,,Jess_Snow.jpg,
0423,Josh_FTABillboard_HorizontalJosh_FTABillboard_Horizontal_E.jpg,Art: Billboards ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,,,,Josh_FTABillboard_HorizontalJosh_FTABillboard_Horizontal_E.jpg,"Art: Billboards , Slogans: miscellaneous (7) , Slogans: No Jails/Bail"
0424,JS_FreeThemAll1500.gif,Art: miscellaneous (11) ,Slogans: miscellaneous (7),,,,,,,,,,,,,JS_FreeThemAll1500.gif,"Art: miscellaneous (11) , Slogans: miscellaneous (7)"
0425,kaba.jpeg,,,,,,,,,,,,,,,kaba.jpeg,
0426,kaba.jpg,,,,,,,,,,,,,,,kaba.jpg,
0427,Kaphar Behind the Myth.jpeg,,,,,,,,,,,,,,,Kaphar Behind the Myth.jpeg,
0428,KARM-Issues-Crossword.jpg,,,,,,,,,,,,,,,KARM-Issues-Crossword.jpg,
0429,killjoy_1500px.jpg,,,,,,,,,,,,,,,killjoy_1500px.jpg,
0430,kjiujbuv.PNG,Community: miscellaneous (3) ,Community: Organizations ,Geography: Knoxville ,Infrastructure/Needs: miscellaneous (10),,,,,,,,,,,kjiujbuv.PNG,
0431,KnoxSchoolSafety.jpg,,,,,,,,,,,,,,,KnoxSchoolSafety.jpg,
0432,labor.jpeg,,,,,,,,,,,,,,,labor.jpeg,
0433,labor.jpg,,,,,,,,,,,,,,,labor.jpg,
0434,lamar.jpeg,,,,,,,,,,,,,,,lamar.jpeg,
0435,lamar.jpg,,,,,,,,,,,,,,,lamar.jpg,
0436,LaVictoria1500.jpg,,,,,,,,,,,,,,,LaVictoria1500.jpg,
0437,lawsarent2_1500.jpg,Crime/Law Breaking,,,,,,,,,,,,,,lawsarent2_1500.jpg,Crime/Law Breaking
0438,lessmisjs.jpg,,,,,,,,,,,,,,,lessmisjs.jpg,
0439,MacPhee_Attica1500.jpg,,,,,,,,,,,,,,,MacPhee_Attica1500.jpg,
0440,MacPhee_CopCarRiso1500.jpg,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Fire ,Elements: Water,,,,,,,,,,MacPhee_CopCarRiso1500.jpg,"Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Fire , Elements: Water"
0441,MacPhee_CopsHeadNew_525-520x800.jpg,Art: miscellaneous (11) ,Art: Posters ,Carceral Imagery: Police Imagery,,,,,,,,,,,,MacPhee_CopsHeadNew_525-520x800.jpg,"Art: miscellaneous (11) , Art: Posters , Carceral Imagery: Police Imagery"
0442,MacPhee_NoMore_main.jpg,Art: miscellaneous (11) ,Violence: Police Violence,,,,,,,,,,,,,MacPhee_NoMore_main.jpg,"Art: miscellaneous (11) , Violence: Police Violence"
0443,MacPhee_PrisonsBlackHole1500.jpg,Art: miscellaneous (11) ,Community: miscellaneous (3) ,Elements: Sky/Void ,Environment,,,,,,,,,,,MacPhee_PrisonsBlackHole1500.jpg,"Art: miscellaneous (11) , Community: miscellaneous (3) , Elements: Sky/Void , Environment"
0444,MacPhee_PrisonsStick1500.jpg,Art: miscellaneous (11) ,Carceral Imagery: Chains ,Carceral Imagery: miscellaneous (5),,,,,,,,,,,,MacPhee_PrisonsStick1500.jpg,"Art: miscellaneous (11) , Carceral Imagery: Chains , Carceral Imagery: miscellaneous (5)"
0445,MacPhee_WeDemand1500.jpg,Archival/Era: 1960s ,Art: Posters ,Infrastructure/Needs: miscellaneous (10) ,Labor ,Violence: Police Violence,,,,,,,,,,MacPhee_WeDemand1500.jpg,"Archival/Era: 1960s , Art: Posters , Infrastructure/Needs: miscellaneous (10) , Labor , Violence: Police Violence"
0446,maps.jpeg,,,,,,,,,,,,,,,maps.jpeg,
0447,maps.jpg,,,,,,,,,,,,,,,maps.jpg,
0448,March.jpg,Archival/Era: 2010s ,Community: miscellaneous (3) ,Geography: Knoxville ,Infrastructure/Needs: miscellaneous (10) ,Protests/Marches: Megaphone ,Protests/Marches: miscellaneous,,,,,,,,,March.jpg,"Archival/Era: 2010s , Community: miscellaneous (3) , Geography: Knoxville , Infrastructure/Needs: miscellaneous (10) , Protests/Marches: Megaphone , Protests/Marches: miscellaneous"
0449,Marilyn_1500.jpg,Art: Artisits ,Art: miscellaneous (11) ,Art: Posters,,,,,,,,,,,,Marilyn_1500.jpg,"Art: Artisits , Art: miscellaneous (11) , Art: Posters"
0450,Mary-2.jpg,Elements: Earth ,Elements: Earth: Animals ,Elements: Earth: Animals: Butterflies ,Elements: Earth: Growth ,Relationships: Mamas and Motherhood ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,Mary-2.jpg,"Elements: Earth , Elements: Earth: Animals , Elements: Earth: Animals: Butterflies , Elements: Earth: Growth , Relationships: Mamas and Motherhood , Slogans: miscellaneous (7) , Slogans: No Jails/Bail"
0451,MassIncarceration15001.jpg,Art: miscellaneous (11) ,Carceral Imagery: miscellaneous (5) ,Labor,,,,,,,,,,,,MassIncarceration15001.jpg,"Art: miscellaneous (11) , Carceral Imagery: miscellaneous (5) , Labor"
0452,Matice-1500px.jpg,Art: miscellaneous (11) ,Elements: Earth ,Elements: Earth: Growth ,World-building: miscellaneous (6),,,,,,,,,,,Matice-1500px.jpg,"Art: miscellaneous (11) , Elements: Earth , Elements: Earth: Growth , World-building: miscellaneous (6)"
0453,may-daysmall-250x380.jpg,Art: miscellaneous (11) ,Carceral Imagery: Barb Wire/Fences/Walls ,Elements: Earth ,Elements: Earth: Animals ,Elements: Earth: Animals: Birds,,,,,,,,,,may-daysmall-250x380.jpg,"Art: miscellaneous (11) , Carceral Imagery: Barb Wire/Fences/Walls , Elements: Earth , Elements: Earth: Animals , Elements: Earth: Animals: Birds"
0454,Melanie_Jesus_NEA_940.jpg,Academia: miscellaneous (4) ,Art: miscellaneous (11) ,Art: Posters ,Community: Organizations: Dignidad Rebelde ,Community: Schools ,Protests/Marches: Megaphone,,,,,,,,,Melanie_Jesus_NEA_940.jpg,"Academia: miscellaneous (4) , Art: miscellaneous (11) , Art: Posters , Community: Organizations: Dignidad Rebelde , Community: Schools , Protests/Marches: Megaphone"
0455,meme.jpeg,,,,,,,,,,,,,,,meme.jpeg,
0456,meme.jpg,,,,,,,,,,,,,,,meme.jpg,
0457,meme1.jpg,,,,,,,,,,,,,,,meme1.jpg,
0458,minogue prison rape.jpg,,,,,,,,,,,,,,,minogue prison rape.jpg,
0459,molly_1500px.jpg,Art: miscellaneous (11) ,Art: Posters ,Elements: Earth ,Elements: Earth: Growth ,Relationships: Mamas and Motherhood ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,molly_1500px.jpg,
0460,monica_1500px.jpg,Art: miscellaneous (11) ,Art: Posters ,Community: miscellaneous (3) ,Relationships: Mamas and Motherhood ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,monica_1500px.jpg,
0461,mpd150-cloud-chart-cleaned-up.png,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: MPD150 ,RJ/TJ ,World-building: miscellaneous (6),,,,,,,,,,mpd150-cloud-chart-cleaned-up.png,
0462,mugshot safety notice.PNG,Academia: miscellaneous (4) ,Academia: UTK Campus ,Academia: UTK Campus: UT ,Geography: Knoxville ,Violence: Police Violence,,,,,,,,,,mugshot safety notice.PNG,
0463,mural.jpeg,,,,,,,,,,,,,,,mural.jpeg,
0464,mural.jpg,Art: miscellaneous (11) ,Art: Mural ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : ICE ,Community: Schools ,Elements: Earth ,Slogans: No One Is Illegal,,,,,,,,mural.jpg,
0465,Nashville bail out.jpg,Protests/Marches: miscellaneous ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,,,,Nashville bail out.jpg,"Protests/Marches: miscellaneous , Slogans: miscellaneous (7) , Slogans: No Jails/Bail"
0466,native-pipeline-protest.jpg,Protests/Marches: miscellaneous ,Protests/Marches: Power Fist,,,,,,,,,,,,,native-pipeline-protest.jpg,"Protests/Marches: miscellaneous , Protests/Marches: Power Fist"
0467,ND+pipeline+protests.jpg,Carceral Imagery: Police Imagery ,Protests/Marches: miscellaneous ,Violence: Police Violence,,,,,,,,,,,,ND+pipeline+protests.jpg,"Carceral Imagery: Police Imagery , Protests/Marches: miscellaneous , Violence: Police Violence"
0468,Negrete-Lopez Imagining Freedom.jpg,,,,,,,,,,,,,,,Negrete-Lopez Imagining Freedom.jpg,
0469,nerdyBrownKid_1500px.jpg,Art: miscellaneous (11) ,Art: Posters ,Elements: Sky/Void ,Relationships: Mamas and Motherhood ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,nerdyBrownKid_1500px.jpg,"Art: miscellaneous (11) , Art: Posters , Elements: Sky/Void , Relationships: Mamas and Motherhood , Slogans: miscellaneous (7) , Slogans: No Jails/Bail"
0470,Nicole2.jpg,Community: miscellaneous (3) ,Elements: Earth ,Elements: Earth: Growth ,Relationships: Mamas and Motherhood ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,Nicole2.jpg,"Community: miscellaneous (3) , Elements: Earth , Elements: Earth: Growth , Relationships: Mamas and Motherhood , Slogans: miscellaneous (7) , Slogans: No Jails/Bail"
0471,NiDiscriminacionNorAbuse2.jpg,Art: miscellaneous (11),,,,,,,,,,,,,,NiDiscriminacionNorAbuse2.jpg,Art: miscellaneous (11)
0472,nlsnapshotcover.jpg,Archival/Era: 2010s ,Carceral Imagery: miscellaneous (5) ,World-building: miscellaneous (6),,,,,,,,,,,,nlsnapshotcover.jpg,"Archival/Era: 2010s , Carceral Imagery: miscellaneous (5) , World-building: miscellaneous (6)"
0473,no-exceptions-harriet-tubman-house-nashville-tennessee-prison-ministry-jeannie-alexander-mass-incarceration-abolition-sentencing-reform-2.jpg,,,,,,,,,,,,,,,no-exceptions-harriet-tubman-house-nashville-tennessee-prison-ministry-jeannie-alexander-mass-incarceration-abolition-sentencing-reform-2.jpg,
0474,no-one-is-illegal-favianna-rodriguez.jpg,Art: miscellaneous (11) ,Slogans: miscellaneous (7) ,Slogans: No One Is Illegal,,,,,,,,,,,,no-one-is-illegal-favianna-rodriguez.jpg,"Art: miscellaneous (11) , Slogans: miscellaneous (7) , Slogans: No One Is Illegal"
0475,NoSelvesToDefend_v5-page-024-e1400043810862.jpg,Slogans: BLM,,,,,,,,,,,,,,NoSelvesToDefend_v5-page-024-e1400043810862.jpg,Slogans: BLM
0476,npr.brightspotcdn.jpg,Art: miscellaneous (11) ,Art: Posters ,Elements: Earth: Land Back/Pipelines ,Environment,,,,,,,,,,,npr.brightspotcdn.jpg,"Art: miscellaneous (11) , Art: Posters , Elements: Earth: Land Back/Pipelines , Environment"
0477,Original_eye.jpg,,,,,,,,,,,,,,,Original_eye.jpg,
0478,PCS1.png,Archival/Era: 2020s ,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: CCM ,Geography: Knoxville,,,,,,,,,,PCS1.png,"Archival/Era: 2020s , Community: miscellaneous (3) , Community: Organizations , Community: Organizations: CCM , Geography: Knoxville"
0479,PCS2.png,Archival/Era: 2020s ,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: CCM ,Geography: Knoxville,,,,,,,,,,PCS2.png,"Archival/Era: 2020s , Community: miscellaneous (3) , Community: Organizations , Community: Organizations: CCM , Geography: Knoxville"
0480,PCS3.png,Archival/Era: 2020s ,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: CCM ,Geography: Knoxville,,,,,,,,,,PCS3.png,"Archival/Era: 2020s , Community: miscellaneous (3) , Community: Organizations , Community: Organizations: CCM , Geography: Knoxville"
0481,PCS4.png,Archival/Era: 2020s ,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: CCM ,Geography: Knoxville,,,,,,,,,,PCS4.png,"Archival/Era: 2020s , Community: miscellaneous (3) , Community: Organizations , Community: Organizations: CCM , Geography: Knoxville"
0482,Pena_Olsen_1500.jpg,Art: miscellaneous (11) ,Art: Posters ,Protests/Marches: miscellaneous ,Violence: Police Violence,,,,,,,,,,,Pena_Olsen_1500.jpg,"Art: miscellaneous (11) , Art: Posters , Protests/Marches: miscellaneous , Violence: Police Violence"
0483,pete_yahnkeCR10.jpg,,,,,,,,,,,,,,,pete_yahnkeCR10.jpg,
0484,Photo from the 2016 LGP silent protest of the Letcher Prison at the SOAR _Innovation_ Summit..jpg,Carceral Imagery: Prison Imagery ,Protests/Marches: miscellaneous ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,,,Photo from the 2016 LGP silent protest of the Letcher Prison at the SOAR _Innovation_ Summit..jpg,"Carceral Imagery: Prison Imagery , Protests/Marches: miscellaneous , Slogans: miscellaneous (7) , Slogans: No Jails/Bail"
0485,pict48.jpg,Art: Border Wall Art ,Carceral Imagery: Barb Wire/Fences/Walls,,,,,,,,,,,,,pict48.jpg,"Art: Border Wall Art , Carceral Imagery: Barb Wire/Fences/Walls"
0486,Pigs1.jpeg,,,,,,,,,,,,,,,Pigs1.jpeg,
0487,Pigs1.jpg,,,,,,,,,,,,,,,Pigs1.jpg,
0488,PNG image 3.png,Infrastructure/Needs: miscellaneous (10) ,Relationships: Mamas and Motherhood,,,,,,,,,,,,,PNG image 3.png,
0489,PNG image 4.png,RJ/TJ ,Slogans: DDD,,,,,,,,,,,,,PNG image 4.png,
0490,PNG image 28.png,Art: miscellaneous (11) ,Slogans: DDD ,Slogans: miscellaneous (7),,,,,,,,,,,,PNG image 28.png,
0491,PNG image 39.png,Art: miscellaneous (11) ,Community: Organizations ,Community: Organizations: Critical Resistance ,Elements: Earth ,Elements: Earth: Animals: Birds ,Protests/Marches: miscellaneous,,,,,,,,,PNG image 39.png,
0492,PNG image 40.png,,,,,,,,,,,,,,,PNG image 40.png,
0493,PNG image 43.png,,,,,,,,,,,,,,,PNG image 43.png,
0494,PNG image 45.png,,,,,,,,,,,,,,,PNG image 45.png,
0495,PNG image 66.png,,,,,,,,,,,,,,,PNG image 66.png,
